 0.000,0.000,1.000,0.000,1.000,0.000,-1.000,0.000,0.000,0.000,0.000,0.500,0
 -0.000,0.000,1.000,0.000,1.000,0.000,-1.000,0.000,-0.000,0.000,0.000,0.500,0
 -0.000,0.000,1.000,0.000,1.000,0.000,-1.000,0.000,-0.000,0.000,0.000,0.500,0
 -0.000,0.000,1.000,0.000,1.000,0.000,-1.000,0.000,-0.000,0.000,0.000,0.500,0
 -0.000,0.000,1.000,0.000,1.000,0.000,-1.000,0.000,-0.000,0.000,0.000,0.500,0
 -0.000,0.000,1.000,0.000,1.000,0.000,-1.000,0.000,-0.000,0.000,0.000,0.500,0
 -0.000,0.000,1.000,0.000,1.000,0.000,-1.000,0.000,-0.000,0.000,0.000,0.500,0
 -0.000,0.000,1.000,0.000,1.000,0.000,-1.000,0.000,-0.000,0.001,0.000,0.500,0
 -0.000,0.000,1.000,0.000,1.000,0.000,-1.000,0.000,-0.000,0.001,0.000,0.500,0
 -0.001,0.000,1.000,0.000,1.000,0.000,-1.000,0.000,-0.001,0.001,0.000,0.500,0
 -0.001,0.000,1.000,0.000,1.000,0.000,-1.000,0.000,-0.001,0.001,0.001,0.500,0
 -0.001,0.000,1.000,0.000,1.000,0.000,-1.000,0.000,-0.001,0.001,0.001,0.500,0
 -0.001,0.000,1.000,0.000,1.000,0.000,-1.000,0.000,-0.001,0.002,0.001,0.500,0
 -0.001,0.000,1.000,0.000,1.000,0.000,-1.000,0.000,-0.001,0.002,0.001,0.500,0
 -0.001,0.000,1.000,0.000,1.000,0.000,-1.000,0.000,-0.001,0.002,0.001,0.499,0
 -0.002,0.000,1.000,0.000,1.000,0.000,-1.000,0.000,-0.002,0.003,0.001,0.499,0
 -0.002,0.000,1.000,0.000,1.000,0.000,-1.000,0.000,-0.002,0.003,0.002,0.499,0
 -0.002,0.000,1.000,0.000,1.000,0.000,-1.000,0.000,-0.002,0.003,0.002,0.499,0
 -0.002,0.000,1.000,0.000,1.000,0.000,-1.000,0.000,-0.002,0.004,0.002,0.499,0
 -0.003,0.000,1.000,0.000,1.000,0.000,-1.000,0.000,-0.003,0.004,0.002,0.499,0
 -0.003,0.000,1.000,0.000,1.000,0.000,-1.000,0.000,-0.003,0.005,0.002,0.499,0
 -0.003,0.000,1.000,0.000,1.000,0.000,-1.000,0.000,-0.003,0.005,0.003,0.499,0
 -0.004,0.000,1.000,0.000,1.000,0.000,-1.000,0.000,-0.004,0.006,0.003,0.499,0
 -0.004,0.000,1.000,0.000,1.000,0.000,-1.000,0.000,-0.004,0.006,0.003,0.499,0
 -0.004,0.000,1.000,0.000,1.000,0.000,-1.000,0.000,-0.004,0.007,0.003,0.498,0
 -0.005,0.000,1.000,0.000,1.000,0.000,-1.000,0.000,-0.005,0.007,0.004,0.498,0
 -0.005,0.000,1.000,0.000,1.000,0.000,-1.000,0.000,-0.005,0.008,0.004,0.498,0
 -0.005,0.000,1.000,0.000,1.000,0.000,-1.000,0.000,-0.005,0.008,0.004,0.498,0
 -0.006,0.000,1.000,0.000,1.000,0.000,-1.000,0.000,-0.006,0.009,0.005,0.498,0
 -0.006,0.000,1.000,0.000,1.000,0.000,-1.000,0.000,-0.006,0.010,0.005,0.498,0
 -0.007,0.000,1.000,0.000,1.000,0.000,-1.000,0.000,-0.007,0.010,0.005,0.498,0
 -0.007,0.000,1.000,0.000,1.000,0.000,-1.000,0.000,-0.007,0.011,0.006,0.498,0
 -0.007,0.000,1.000,0.000,1.000,0.000,-1.000,0.000,-0.007,0.012,0.006,0.497,0
 -0.008,0.000,1.000,0.000,1.000,0.000,-1.000,0.000,-0.008,0.013,0.006,0.497,0
 -0.008,0.000,1.000,0.000,1.000,0.000,-1.000,0.000,-0.008,0.013,0.007,0.497,0
 -0.009,0.000,1.000,0.000,1.000,0.000,-1.000,0.000,-0.009,0.014,0.007,0.497,0
 -0.009,0.000,1.000,0.000,1.000,0.000,-1.000,0.000,-0.009,0.015,0.007,0.497,0
 -0.010,0.000,1.000,0.000,1.000,0.000,-1.000,0.000,-0.010,0.016,0.008,0.496,0
 -0.010,0.000,1.000,0.000,1.000,0.000,-1.000,0.000,-0.010,0.017,0.008,0.496,0
 -0.011,0.000,1.000,0.000,1.000,0.000,-1.000,0.000,-0.011,0.017,0.009,0.496,0
 -0.011,0.000,1.000,0.000,1.000,0.000,-1.000,0.000,-0.011,0.018,0.009,0.496,0
 -0.012,0.000,1.000,0.000,1.000,0.000,-1.000,0.000,-0.012,0.019,0.010,0.496,0
 -0.013,0.000,1.000,0.000,1.000,0.000,-1.000,0.000,-0.013,0.020,0.010,0.495,0
 -0.013,0.000,1.000,0.000,1.000,0.000,-1.000,0.000,-0.013,0.021,0.010,0.495,0
 -0.014,0.000,1.000,0.000,1.000,0.000,-1.000,0.000,-0.014,0.022,0.011,0.495,0
 -0.014,0.000,1.000,0.000,1.000,0.000,-1.000,0.000,-0.014,0.023,0.011,0.495,0
 -0.015,0.000,1.000,0.000,1.000,0.000,-1.000,0.000,-0.015,0.024,0.012,0.495,0
 -0.016,0.000,1.000,0.000,1.000,0.000,-1.000,0.000,-0.016,0.025,0.012,0.494,0
 -0.016,0.000,1.000,0.000,1.000,0.000,-1.000,0.000,-0.016,0.026,0.013,0.494,0
 -0.017,0.000,1.000,0.000,1.000,0.000,-1.000,0.000,-0.017,0.027,0.014,0.494,0
 -0.018,0.000,1.000,0.000,1.000,0.000,-1.000,0.000,-0.018,0.028,0.014,0.494,0
 -0.018,0.000,1.000,0.000,1.000,0.000,-1.000,0.000,-0.018,0.029,0.015,0.493,0
