0.783,0.162,-0.067,0.051,-0.461,-0.166
0.760,0.157,-0.065,0.049,-0.447,-0.161
0.737,0.152,-0.063,0.048,-0.434,-0.156
0.715,0.148,-0.061,0.046,-0.421,-0.152
0.693,0.143,-0.060,0.045,-0.408,-0.147
0.673,0.139,-0.058,0.043,-0.396,-0.143
0.652,0.135,-0.056,0.042,-0.384,-0.139
0.633,0.131,-0.055,0.041,-0.373,-0.134
0.614,0.127,-0.053,0.039,-0.362,-0.130
0.595,0.123,-0.051,0.038,-0.351,-0.127
0.577,0.119,-0.050,0.037,-0.340,-0.123
0.560,0.116,-0.048,0.036,-0.330,-0.119
0.543,0.112,-0.047,0.035,-0.320,-0.116
0.527,0.109,-0.046,0.034,-0.310,-0.112
0.511,0.106,-0.044,0.033,-0.301,-0.109
0.495,0.102,-0.043,0.032,-0.292,-0.105
0.480,0.099,-0.042,0.031,-0.283,-0.102
0.466,0.096,-0.040,0.030,-0.275,-0.099
0.452,0.093,-0.039,0.029,-0.266,-0.096
0.438,0.091,-0.038,0.028,-0.258,-0.093
0.425,0.088,-0.037,0.027,-0.251,-0.091
0.412,0.085,-0.036,0.026,-0.243,-0.088
0.399,0.083,-0.035,0.025,-0.236,-0.085
0.387,0.080,-0.034,0.025,-0.229,-0.083
0.376,0.078,-0.033,0.024,-0.222,-0.080
0.364,0.075,-0.032,0.023,-0.215,-0.078
0.353,0.073,-0.031,0.022,-0.208,-0.075
0.342,0.071,-0.030,0.022,-0.202,-0.073
0.332,0.069,-0.029,0.021,-0.196,-0.071
0.322,0.066,-0.028,0.020,-0.190,-0.069
0.312,0.064,-0.027,0.020,-0.184,-0.067
0.303,0.062,-0.027,0.019,-0.179,-0.065
0.293,0.061,-0.026,0.019,-0.173,-0.063
0.284,0.059,-0.025,0.018,-0.168,-0.061
0.276,0.057,-0.024,0.017,-0.163,-0.059
0.267,0.055,-0.023,0.017,-0.158,-0.057
0.259,0.053,-0.023,0.016,-0.153,-0.055
0.251,0.052,-0.022,0.016,-0.148,-0.054
0.243,0.050,-0.021,0.015,-0.144,-0.052
0.236,0.049,-0.021,0.015,-0.139,-0.050
0.229,0.047,-0.020,0.014,-0.135,-0.049
0.222,0.046,-0.020,0.014,-0.131,-0.047
0.215,0.044,-0.019,0.014,-0.127,-0.046
0.208,0.043,-0.018,0.013,-0.123,-0.045
0.202,0.042,-0.018,0.013,-0.119,-0.043
0.195,0.040,-0.017,0.012,-0.115,-0.042
0.189,0.039,-0.017,0.012,-0.112,-0.041
0.183,0.038,-0.016,0.012,-0.108,-0.039
0.178,0.037,-0.016,0.011,-0.105,-0.038
0.172,0.036,-0.015,0.011,-0.102,-0.037
0.167,0.034,-0.015,0.010,-0.098,-0.036
0.162,0.033,-0.014,0.010,-0.095,-0.035
0.157,0.032,-0.014,0.010,-0.092,-0.034
0.152,0.031,-0.013,0.010,-0.089,-0.033
0.147,0.030,-0.013,0.009,-0.087,-0.032
0.142,0.029,-0.013,0.009,-0.084,-0.031
0.138,0.028,-0.012,0.009,-0.081,-0.030
0.133,0.028,-0.012,0.008,-0.079,-0.029
0.129,0.027,-0.012,0.008,-0.076,-0.028
0.125,0.026,-0.011,0.008,-0.074,-0.027
0.121,0.025,-0.011,0.008,-0.071,-0.026
0.117,0.024,-0.010,0.007,-0.069,-0.025
0.114,0.023,-0.010,0.007,-0.067,-0.024
0.110,0.023,-0.010,0.007,-0.065,-0.024
0.106,0.022,-0.010,0.007,-0.063,-0.023
0.103,0.021,-0.009,0.006,-0.061,-0.022
0.100,0.021,-0.009,0.006,-0.059,-0.021
0.096,0.020,-0.009,0.006,-0.057,-0.021
0.093,0.019,-0.008,0.006,-0.055,-0.020
0.090,0.019,-0.008,0.006,-0.053,-0.019
0.087,0.018,-0.008,0.005,-0.051,-0.019
0.085,0.017,-0.008,0.005,-0.050,-0.018
0.082,0.017,-0.007,0.005,-0.048,-0.018
0.079,0.016,-0.007,0.005,-0.047,-0.017
0.076,0.016,-0.007,0.005,-0.045,-0.016
0.074,0.015,-0.007,0.004,-0.044,-0.016
0.072,0.015,-0.006,0.004,-0.042,-0.015
0.069,0.014,-0.006,0.004,-0.041,-0.015
0.067,0.014,-0.006,0.004,-0.039,-0.014
0.065,0.013,-0.006,0.004,-0.038,-0.014
0.062,0.013,-0.006,0.004,-0.037,-0.013
0.060,0.012,-0.005,0.004,-0.035,-0.013
0.058,0.012,-0.005,0.003,-0.034,-0.013
0.056,0.012,-0.005,0.003,-0.033,-0.012
0.054,0.011,-0.005,0.003,-0.032,-0.012
0.052,0.011,-0.005,0.003,-0.031,-0.011
0.051,0.010,-0.005,0.003,-0.030,-0.011
0.049,0.010,-0.004,0.003,-0.029,-0.011
0.047,0.010,-0.004,0.003,-0.028,-0.010
0.046,0.009,-0.004,0.003,-0.027,-0.010
0.044,0.009,-0.004,0.003,-0.026,-0.009
0.042,0.009,-0.004,0.002,-0.025,-0.009
0.041,0.008,-0.004,0.002,-0.024,-0.009
0.039,0.008,-0.004,0.002,-0.023,-0.008
0.038,0.008,-0.003,0.002,-0.022,-0.008
0.037,0.008,-0.003,0.002,-0.021,-0.008
0.035,0.007,-0.003,0.002,-0.021,-0.008
0.034,0.007,-0.003,0.002,-0.020,-0.007
0.033,0.007,-0.003,0.002,-0.019,-0.007
0.031,0.006,-0.003,0.002,-0.018,-0.007
0.030,0.006,-0.003,0.002,-0.018,-0.007
0.029,0.006,-0.003,0.002,-0.017,-0.006
0.028,0.006,-0.003,0.001,-0.016,-0.006
0.027,0.006,-0.002,0.001,-0.016,-0.006
0.026,0.005,-0.002,0.001,-0.015,-0.006
0.025,0.005,-0.002,0.001,-0.015,-0.005
0.024,0.005,-0.002,0.001,-0.014,-0.005
0.023,0.005,-0.002,0.001,-0.013,-0.005
0.022,0.005,-0.002,0.001,-0.013,-0.005
0.021,0.004,-0.002,0.001,-0.012,-0.005
0.020,0.004,-0.002,0.001,-0.012,-0.004
0.019,0.004,-0.002,0.001,-0.011,-0.004
0.018,0.004,-0.002,0.001,-0.011,-0.004
0.018,0.004,-0.002,0.001,-0.010,-0.004
0.017,0.003,-0.002,0.001,-0.010,-0.004
0.016,0.003,-0.002,0.001,-0.009,-0.003
0.015,0.003,-0.001,0.001,-0.009,-0.003
0.015,0.003,-0.001,0.001,-0.009,-0.003
0.014,0.003,-0.001,0.000,-0.008,-0.003
0.013,0.003,-0.001,0.000,-0.008,-0.003
0.013,0.003,-0.001,0.000,-0.007,-0.003
0.012,0.002,-0.001,0.000,-0.007,-0.003
0.011,0.002,-0.001,0.000,-0.007,-0.002
0.011,0.002,-0.001,0.000,-0.006,-0.002
0.010,0.002,-0.001,0.000,-0.006,-0.002
0.010,0.002,-0.001,0.000,-0.006,-0.002
0.009,0.002,-0.001,0.000,-0.005,-0.002
0.009,0.002,-0.001,0.000,-0.005,-0.002
0.008,0.002,-0.001,0.000,-0.005,-0.002
0.008,0.002,-0.001,0.000,-0.004,-0.002
0.007,0.001,-0.001,-0.000,-0.004,-0.002
0.007,0.001,-0.001,-0.000,-0.004,-0.001
0.006,0.001,-0.001,-0.000,-0.004,-0.001
0.006,0.001,-0.001,-0.000,-0.003,-0.001
0.005,0.001,-0.001,-0.000,-0.003,-0.001
0.005,0.001,-0.001,-0.000,-0.003,-0.001
0.005,0.001,-0.000,-0.000,-0.003,-0.001
0.004,0.001,-0.000,-0.000,-0.002,-0.001
0.004,0.001,-0.000,-0.000,-0.002,-0.001
0.003,0.001,-0.000,-0.000,-0.002,-0.001
0.003,0.001,-0.000,-0.000,-0.002,-0.001
0.003,0.001,-0.000,-0.000,-0.002,-0.001
0.002,0.000,-0.000,-0.000,-0.001,-0.001
0.002,0.000,-0.000,-0.000,-0.001,-0.001
0.002,0.000,-0.000,-0.000,-0.001,-0.000
0.001,0.000,-0.000,-0.000,-0.001,-0.000
0.001,0.000,-0.000,-0.000,-0.001,-0.000
0.001,0.000,-0.000,-0.001,-0.000,-0.000
0.001,0.000,-0.000,-0.001,-0.000,-0.000
0.000,0.000,-0.000,-0.001,-0.000,-0.000
0.000,0.000,-0.000,-0.001,0.000,-0.000
-0.000,-0.000,-0.000,-0.001,0.000,-0.000
-0.000,-0.000,-0.000,-0.001,0.000,-0.000
-0.001,-0.000,0.000,-0.001,0.000,0.000
-0.001,-0.000,0.000,-0.001,0.001,0.000
-0.001,-0.000,0.000,-0.001,0.001,0.000
-0.001,-0.000,0.000,-0.001,0.001,0.000
-0.002,-0.000,0.000,-0.001,0.001,0.000
-0.002,-0.000,0.000,-0.001,0.001,0.000
-0.002,-0.000,0.000,-0.001,0.001,0.000
-0.002,-0.000,0.000,-0.001,0.001,0.000
-0.002,-0.000,0.000,-0.001,0.001,0.000
-0.002,-0.001,0.000,-0.001,0.002,0.000
-0.003,-0.001,0.000,-0.001,0.002,0.000
-0.003,-0.001,0.000,-0.001,0.002,0.000
-0.003,-0.001,0.000,-0.001,0.002,0.001
-0.003,-0.001,0.000,-0.001,0.002,0.001
-0.003,-0.001,0.000,-0.001,0.002,0.001
-0.003,-0.001,0.000,-0.001,0.002,0.001
-0.004,-0.001,0.000,-0.001,0.002,0.001
-0.004,-0.001,0.000,-0.001,0.002,0.001
-0.004,-0.001,0.000,-0.001,0.002,0.001
-0.004,-0.001,0.000,-0.001,0.002,0.001
-0.004,-0.001,0.000,-0.001,0.002,0.001
-0.004,-0.001,0.000,-0.001,0.003,0.001
-0.004,-0.001,0.000,-0.002,0.003,0.001
-0.005,-0.001,0.000,-0.002,0.003,0.001
-0.005,-0.001,0.000,-0.002,0.003,0.001
-0.005,-0.001,0.000,-0.002,0.003,0.001
-0.005,-0.001,0.000,-0.002,0.003,0.001
-0.005,-0.001,0.000,-0.002,0.003,0.001
-0.005,-0.001,0.000,-0.002,0.003,0.001
-0.005,-0.001,0.000,-0.002,0.003,0.001
-0.005,-0.001,0.000,-0.002,0.003,0.001
-0.005,-0.001,0.000,-0.002,0.003,0.001
-0.005,-0.001,0.000,-0.002,0.003,0.001
-0.006,-0.001,0.000,-0.002,0.003,0.001
-0.006,-0.001,0.000,-0.002,0.003,0.001
-0.006,-0.001,0.000,-0.002,0.003,0.001
-0.006,-0.001,0.000,-0.001,0.003,0.001
-0.006,-0.001,0.000,-0.001,0.003,0.001
-0.006,-0.001,0.000,-0.001,0.004,0.001
-0.006,-0.001,0.001,-0.001,0.004,0.001
-0.006,-0.001,0.001,-0.001,0.004,0.001
-0.006,-0.001,0.001,-0.001,0.004,0.001
-0.006,-0.001,0.001,-0.001,0.004,0.001
-0.006,-0.001,0.001,-0.001,0.004,0.002
-0.006,-0.001,0.001,-0.001,0.004,0.002
-0.006,-0.001,0.001,-0.001,0.004,0.002
-0.006,-0.001,0.001,-0.001,0.004,0.002
-0.006,-0.001,0.001,-0.001,0.004,0.002
-0.007,-0.001,0.001,-0.001,0.004,0.002
-0.007,-0.001,0.001,-0.001,0.004,0.002
-0.007,-0.001,0.001,-0.001,0.004,0.002
-0.007,-0.001,0.001,-0.001,0.004,0.002
-0.007,-0.001,0.001,-0.001,0.004,0.002
-0.007,-0.001,0.001,-0.001,0.004,0.002
-0.007,-0.001,0.001,-0.001,0.004,0.002
-0.007,-0.001,0.001,-0.001,0.004,0.002
-0.007,-0.001,0.001,-0.001,0.004,0.002
-0.007,-0.001,0.001,-0.001,0.004,0.002
-0.007,-0.001,0.001,-0.001,0.004,0.002
-0.007,-0.001,0.001,-0.001,0.004,0.002
