0.783,0.162,-0.067,0.051,-0.461,-0.166
0.743,0.154,-0.064,0.048,-0.438,-0.158
0.705,0.146,-0.061,0.045,-0.415,-0.150
0.667,0.138,-0.058,0.043,-0.393,-0.142
0.631,0.130,-0.055,0.040,-0.372,-0.134
0.596,0.123,-0.052,0.038,-0.352,-0.127
0.562,0.116,-0.049,0.035,-0.332,-0.120
0.529,0.109,-0.046,0.033,-0.313,-0.113
0.497,0.103,-0.044,0.031,-0.294,-0.106
0.467,0.096,-0.041,0.029,-0.276,-0.100
0.437,0.090,-0.039,0.027,-0.259,-0.094
0.409,0.084,-0.036,0.025,-0.242,-0.088
0.381,0.079,-0.034,0.023,-0.226,-0.082
0.355,0.073,-0.032,0.022,-0.210,-0.076
0.329,0.068,-0.029,0.020,-0.195,-0.071
0.305,0.063,-0.027,0.018,-0.181,-0.066
0.281,0.058,-0.025,0.017,-0.167,-0.061
0.258,0.053,-0.023,0.015,-0.153,-0.056
0.237,0.049,-0.021,0.014,-0.140,-0.051
0.216,0.044,-0.020,0.013,-0.128,-0.047
0.195,0.040,-0.018,0.011,-0.116,-0.043
0.176,0.036,-0.016,0.010,-0.105,-0.039
0.157,0.032,-0.015,0.009,-0.094,-0.035
0.140,0.029,-0.013,0.008,-0.083,-0.031
0.123,0.025,-0.011,0.007,-0.073,-0.027
0.106,0.022,-0.010,0.006,-0.063,-0.024
0.091,0.019,-0.009,0.005,-0.054,-0.020
0.076,0.015,-0.007,0.004,-0.045,-0.017
0.062,0.013,-0.006,0.003,-0.037,-0.014
0.048,0.010,-0.005,0.002,-0.029,-0.011
0.035,0.007,-0.004,0.002,-0.021,-0.008
0.023,0.004,-0.003,0.001,-0.014,-0.006
0.011,0.002,-0.002,0.000,-0.007,-0.003
-0.000,-0.000,-0.001,-0.001,-0.000,-0.001
-0.011,-0.002,0.000,-0.001,0.006,0.002
-0.021,-0.005,0.001,-0.002,0.012,0.004
-0.030,-0.006,0.002,-0.002,0.018,0.006
-0.040,-0.008,0.003,-0.003,0.023,0.008
-0.048,-0.010,0.004,-0.003,0.028,0.010
-0.056,-0.012,0.004,-0.004,0.033,0.011
-0.064,-0.013,0.005,-0.004,0.038,0.013
-0.071,-0.015,0.006,-0.005,0.042,0.015
-0.078,-0.016,0.006,-0.005,0.046,0.016
-0.084,-0.017,0.007,-0.006,0.050,0.018
-0.090,-0.019,0.008,-0.006,0.053,0.019
-0.095,-0.020,0.008,-0.006,0.056,0.020
-0.101,-0.021,0.009,-0.007,0.059,0.021
-0.105,-0.022,0.009,-0.007,0.062,0.022
-0.110,-0.023,0.009,-0.007,0.065,0.023
